customer_id,purchase_date,transaction_amount,product_category,customer_age,customer_gender
3783,2022-10-21,404.51,Home & Kitchen,43,Other
4644,2020-03-23,39.28,Electronics,44,Female
6241,2020-04-02,808.55,Books,32,Female
7420,2020-03-20,853.33,Clothing,63,Female
8557,2020-10-07,555.19,Electronics,46,Other
3645,2024-01-01,734.0,Books,50,Other
7589,2021-11-13,479.69,Books,36,Male
7353,2024-07-04,634.68,Clothing,18,Male
2932,2022-08-28,514.6,Toys,25,Male
2757,2022-11-29,482.45,Beauty,49,Male
6085,2022-07-24,821.11,Books,38,Other
6637,2020-11-01,183.57,Home & Kitchen,62,Other
2116,2023-05-26,427.47,Clothing,19,Other
1492,2022-11-21,675.88,Beauty,18,Male
9811,2020-10-13,985.68,Sports,35,Other
8888,2021-11-02,573.86,Home & Kitchen,63,Female
7474,2023-06-09,552.45,Toys,68,Female
5958,2021-10-14,510.48,Beauty,52,Male
3743,2020-11-28,56.63,Clothing,65,Other
8866,2022-03-15,652.62,Home & Kitchen,24,Other
8160,2023-06-16,964.04,Sports,22,Other
6451,2024-02-23,723.89,Clothing,24,Male
6258,2024-09-21,322.98,Toys,49,Other
9548,2021-09-04,658.65,Books,41,Female
8186,2023-04-30,506.4,Books,52,Female
7102,2021-11-19,668.27,Toys,39,Male
1619,2022-11-04,997.52,Electronics,59,Female
1882,2024-08-23,611.68,Sports,69,Female
9988,2022-11-09,24.16,Beauty,62,Female
4642,2022-12-26,257.32,Toys,38,Male
2296,2022-09-30,426.3,Books,67,Other
9436,2023-12-22,74.42,Home & Kitchen,18,Male
3895,2023-02-26,465.43,Clothing,32,Female
7593,2021-09-05,454.66,Home & Kitchen,44,Other
1929,2022-08-30,877.76,Beauty,29,Other
6366,2024-07-28,292.18,Toys,38,Female
9711,2020-02-04,410.79,Sports,64,Other
4212,2022-01-24,239.91,Home & Kitchen,29,Male
3409,2021-11-09,800.69,Sports,53,Female
9199,2023-10-11,792.23,Books,54,Female
4423,2020-08-12,945.05,Clothing,48,Female
7976,2022-05-03,832.59,Beauty,22,Male
8594,2023-04-10,807.54,Electronics,63,Other
6158,2021-09-22,239.91,Beauty,49,Female
4667,2024-06-19,685.11,Electronics,42,Male
6973,2024-01-25,46.67,Books,28,Male
7236,2024-11-21,27.05,Toys,38,Female
9277,2023-11-10,307.41,Beauty,43,Other
3468,2023-07-12,869.87,Beauty,19,Female
7217,2020-02-24,279.06,Books,65,Female
4619,2023-05-07,929.35,Toys,60,Female
2636,2022-08-29,224.41,Home & Kitchen,62,Male
9155,2021-06-27,52.17,Toys,37,Other
4583,2023-09-04,595.96,Electronics,68,Male
5009,2024-05-22,818.29,Home & Kitchen,18,Male
4326,2024-05-08,572.21,Toys,25,Male
9148,2023-03-30,507.75,Electronics,59,Other
3217,2023-03-28,441.75,Sports,20,Male
5967,2021-04-11,717.39,Books,66,Female
3369,2024-01-17,965.83,Toys,63,Female
4638,2020-04-15,317.59,Beauty,69,Other
6722,2023-04-10,346.06,Clothing,33,Other
5444,2022-09-10,71.56,Electronics,27,Female
8618,2020-12-15,169.4,Toys,63,Other
4947,2022-12-09,528.43,Clothing,57,Male
2676,2023-07-12,318.84,Clothing,31,Other
2196,2024-01-16,820.63,Beauty,32,Female
3787,2023-06-23,624.05,Home & Kitchen,21,Male
8432,2024-05-05,732.65,Electronics,52,Other
8927,2024-09-18,444.48,Toys,46,Female
4318,2022-02-17,104.11,Books,22,Male
9858,2020-10-29,564.54,Home & Kitchen,27,Other
7689,2024-08-09,262.89,Home & Kitchen,66,Female
3176,2023-10-26,524.71,Home & Kitchen,38,Male
4743,2021-05-11,116.02,Home & Kitchen,59,Other
9792,2020-03-05,780.31,Electronics,52,Female
5422,2023-03-18,402.39,Books,41,Other
4824,2023-12-05,666.84,Home & Kitchen,62,Female
3451,2020-08-13,494.94,Sports,38,Female
1628,2021-01-25,469.43,Sports,46,Other
8778,2020-02-08,384.97,Toys,52,Female
4696,2022-06-22,485.38,Electronics,69,Other
4674,2021-10-04,614.64,Electronics,69,Male
4929,2022-05-07,227.99,Clothing,49,Male
3765,2020-11-06,715.88,Toys,46,Other
5369,2022-04-25,488.19,Toys,51,Male
9307,2023-11-15,618.7,Clothing,40,Female
5956,2021-02-21,475.24,Books,35,Other
1692,2022-04-20,167.88,Home & Kitchen,63,Other
4162,2022-10-24,331.13,Home & Kitchen,28,Other
2105,2024-05-06,343.9,Sports,46,Female
4008,2023-06-06,408.16,Toys,56,Other
3161,2022-08-23,322.45,Beauty,19,Female
9345,2024-11-22,676.36,Toys,41,Male
4699,2024-10-03,994.24,Books,23,Other
4786,2024-02-15,707.69,Books,64,Female
5200,2024-01-29,959.11,Home & Kitchen,53,Female
2913,2020-05-07,739.6,Clothing,57,Other
6520,2023-12-16,588.71,Clothing,38,Male
2772,2020-10-09,707.13,Home & Kitchen,26,Female
3780,2022-11-28,817.65,Electronics,30,Female
8423,2021-02-28,834.49,Beauty,58,Male
3871,2023-02-22,132.59,Clothing,67,Male
1660,2021-10-27,627.37,Home & Kitchen,52,Male
7242,2023-09-18,164.16,Electronics,65,Female
2132,2022-09-06,731.38,Beauty,41,Other
1699,2022-12-12,10.5,Toys,60,Female
8470,2022-02-10,643.07,Sports,46,Other
7297,2021-10-04,53.7,Books,25,Other
8812,2020-12-20,901.58,Toys,24,Male
5557,2022-07-30,745.4,Clothing,40,Female
3179,2022-12-27,921.21,Home & Kitchen,27,Female
9275,2021-12-02,487.63,Books,49,Male
2422,2023-01-23,7.79,Sports,25,Female
4180,2021-12-26,934.71,Toys,64,Other
5316,2023-10-16,272.18,Home & Kitchen,38,Female
7696,2024-04-30,337.87,Home & Kitchen,20,Male
1614,2024-11-11,555.61,Clothing,27,Male
5570,2024-01-16,220.95,Beauty,44,Female
1270,2023-10-26,960.05,Sports,29,Other
3468,2023-08-10,134.01,Books,34,Female
4607,2024-07-03,337.36,Clothing,65,Other
4075,2023-11-20,962.06,Beauty,34,Male
1289,2021-06-25,991.41,Home & Kitchen,43,Female
9120,2023-06-03,643.35,Electronics,24,Other
7614,2022-09-18,785.72,Electronics,19,Male
4252,2021-01-28,579.01,Clothing,33,Male
8415,2021-05-19,466.93,Toys,38,Male
7771,2021-07-25,348.83,Beauty,67,Male
1278,2023-02-16,239.12,Home & Kitchen,54,Female
1580,2021-09-03,269.72,Books,58,Female
5958,2021-04-05,489.75,Books,58,Other
9445,2021-09-01,943.56,Toys,26,Other
5276,2024-04-28,870.67,Books,57,Other
8997,2021-08-14,330.72,Clothing,44,Female
5776,2023-12-14,952.33,Books,39,Female
1824,2021-02-28,161.78,Home & Kitchen,59,Female
4832,2023-11-14,545.43,Clothing,39,Male
9891,2023-12-14,691.03,Beauty,18,Female
6445,2022-09-28,942.11,Sports,32,Other
2380,2021-10-11,239.18,Beauty,23,Other
7534,2022-09-09,311.45,Electronics,57,Male
4156,2021-12-15,121.39,Sports,43,Other
5307,2023-02-21,339.54,Electronics,38,Male
6634,2024-06-16,838.47,Books,51,Female
9575,2024-01-17,418.88,Toys,19,Other
6810,2021-07-14,988.82,Sports,23,Male
9533,2021-08-12,399.66,Electronics,39,Male
6934,2020-09-06,719.14,Electronics,29,Other
4109,2023-03-20,402.72,Home & Kitchen,65,Male
5082,2023-10-17,242.16,Sports,23,Other
4240,2023-01-17,182.32,Toys,50,Male
7028,2022-02-16,177.86,Beauty,38,Female
2849,2022-03-19,647.75,Electronics,19,Female
9497,2024-08-03,78.19,Clothing,20,Other
3749,2021-12-07,640.21,Home & Kitchen,66,Female
7680,2024-05-02,418.37,Clothing,43,Other
1205,2024-07-05,664.73,Sports,27,Female
8352,2020-10-26,27.07,Home & Kitchen,59,Male
5591,2021-08-17,141.98,Home & Kitchen,48,Male
4450,2020-03-27,873.14,Home & Kitchen,34,Other
8214,2021-08-12,999.91,Home & Kitchen,50,Female
4811,2024-01-02,842.91,Books,46,Female
6141,2020-06-10,130.08,Home & Kitchen,40,Male
9501,2021-12-10,205.22,Toys,52,Other
3708,2022-06-24,180.42,Books,21,Male
2991,2023-09-05,868.43,Toys,68,Other
9463,2021-06-09,827.94,Books,59,Female
4273,2024-03-10,414.42,Home & Kitchen,43,Female
5538,2022-09-08,128.36,Clothing,39,Female
9712,2021-03-14,889.13,Home & Kitchen,69,Male
4722,2021-02-17,584.15,Books,34,Male
4551,2024-08-22,977.22,Home & Kitchen,61,Male
3832,2023-01-08,285.78,Sports,43,Other
6679,2021-07-09,42.21,Sports,24,Female
7579,2023-02-25,982.4,Clothing,50,Female
1152,2023-11-26,356.26,Books,58,Male
6754,2021-07-10,450.96,Home & Kitchen,24,Other
3800,2020-10-08,91.68,Beauty,38,Other
6310,2020-08-11,595.06,Electronics,45,Female
3610,2023-06-14,263.79,Toys,50,Female
2104,2024-02-26,682.9,Electronics,61,Female
8361,2023-04-16,761.25,Clothing,33,Other
5199,2021-05-05,291.27,Books,65,Other
4854,2021-05-11,444.28,Toys,58,Female
8263,2020-04-13,348.29,Toys,69,Female
2914,2023-10-03,979.16,Books,24,Other
8365,2022-12-23,848.94,Toys,44,Other
4072,2021-04-07,424.24,Electronics,68,Female
1406,2023-07-30,516.13,Clothing,57,Other
1166,2021-04-21,984.1,Electronics,35,Female
1508,2020-04-17,275.71,Electronics,36,Male
2661,2020-07-24,885.81,Home & Kitchen,19,Other
4664,2022-04-26,941.87,Electronics,66,Female
4489,2021-11-07,462.68,Clothing,24,Other
1680,2024-01-09,251.37,Toys,56,Female
3524,2022-08-25,159.52,Clothing,26,Other
3120,2020-07-24,77.43,Electronics,34,Female
6260,2023-10-27,185.75,Clothing,66,Male
5357,2024-04-27,340.01,Books,57,Female
2363,2020-10-08,774.62,Books,65,Female
3292,2020-01-11,391.42,Sports,61,Male
2538,2023-02-01,366.5,Beauty,22,Female
4408,2020-11-19,845.24,Home & Kitchen,27,Male
8742,2022-04-13,596.55,Sports,66,Female
9752,2023-08-30,462.85,Electronics,25,Other
2903,2024-12-08,631.39,Books,36,Other
1174,2024-12-03,562.46,Sports,25,Other
3230,2022-09-01,447.19,Electronics,30,Female
5287,2022-09-04,402.63,Home & Kitchen,36,Other
5160,2023-08-25,885.56,Home & Kitchen,35,Female
8106,2021-02-12,188.47,Toys,28,Other
4171,2024-03-28,161.98,Books,61,Other
2567,2021-08-11,801.74,Books,68,Other
2151,2021-10-19,124.99,Home & Kitchen,41,Other
8619,2021-08-07,969.96,Books,68,Other
7033,2023-08-15,282.58,Sports,58,Female
9560,2020-05-01,854.01,Sports,69,Other
5946,2024-04-23,648.92,Home & Kitchen,31,Male
9234,2020-07-02,810.08,Beauty,56,Other
2907,2023-08-28,402.73,Books,45,Female
4490,2023-03-21,207.14,Books,18,Other
3535,2021-04-20,948.38,Electronics,68,Male
5173,2022-12-31,787.9,Home & Kitchen,31,Other
2293,2024-02-21,154.3,Sports,40,Other
5769,2024-01-20,445.44,Electronics,30,Female
5796,2024-10-07,333.76,Books,40,Male
7871,2020-03-17,158.88,Electronics,27,Male
3972,2020-12-24,594.47,Toys,63,Male
4922,2022-05-05,741.14,Clothing,45,Other
5997,2024-12-11,237.41,Beauty,50,Male
8032,2024-09-11,552.11,Sports,25,Male
1992,2020-12-26,204.83,Sports,60,Female
9112,2020-03-15,662.69,Clothing,43,Female
6287,2024-09-08,700.45,Beauty,36,Female
3240,2022-03-24,504.96,Beauty,23,Female
2476,2024-06-01,666.31,Electronics,52,Male
7426,2022-10-11,700.32,Home & Kitchen,58,Male
1389,2021-01-16,912.74,Home & Kitchen,32,Male
1999,2024-03-13,835.77,Clothing,24,Other
2855,2024-11-21,823.01,Sports,65,Male
9125,2021-08-15,26.62,Toys,39,Other
9850,2024-11-30,266.5,Electronics,66,Female
3763,2020-03-17,197.17,Books,39,Other
4663,2020-01-19,993.87,Toys,36,Male
5986,2021-09-03,566.1,Sports,60,Other
2481,2023-03-09,178.23,Home & Kitchen,67,Female
8256,2023-05-19,572.6,Clothing,20,Other
4731,2020-08-07,695.73,Toys,49,Male
8262,2021-11-17,824.19,Books,22,Male
1451,2021-08-05,282.54,Electronics,57,Other
4093,2022-07-19,559.98,Books,67,Female
1882,2023-08-06,305.31,Toys,54,Other
5408,2023-01-17,452.91,Electronics,57,Other
5068,2022-12-09,410.04,Electronics,33,Male
4277,2022-10-08,217.9,Home & Kitchen,39,Other
9566,2024-12-26,296.8,Home & Kitchen,18,Female
8951,2020-10-01,260.75,Clothing,53,Male
5690,2024-10-08,812.42,Beauty,34,Other
5595,2022-10-29,149.76,Books,25,Female
5559,2022-08-16,972.17,Electronics,38,Other
8291,2021-07-12,404.78,Books,38,Female
9160,2021-01-29,229.55,Sports,46,Female
1112,2024-07-14,763.88,Toys,49,Female
6131,2020-08-18,96.6,Books,20,Female
4197,2021-11-08,816.21,Toys,31,Female
1139,2020-11-28,314.25,Electronics,62,Female
2424,2024-02-06,175.93,Electronics,66,Other
3949,2022-07-28,845.57,Electronics,39,Female
4168,2023-08-20,597.34,Clothing,36,Female
9708,2021-06-10,540.8,Books,26,Other
7043,2024-01-11,302.3,Books,52,Female
7989,2021-01-16,503.1,Home & Kitchen,55,Other
8236,2020-01-29,782.15,Toys,25,Other
7261,2024-02-17,479.68,Toys,67,Other
1887,2021-11-21,632.77,Sports,45,Female
4104,2024-06-07,43.65,Clothing,40,Male
1049,2021-08-27,594.98,Beauty,46,Other
4951,2023-03-08,234.72,Beauty,33,Other
4560,2023-10-13,736.58,Beauty,38,Female
1018,2024-03-30,317.0,Clothing,38,Female
5821,2021-01-30,297.78,Toys,43,Female
7340,2020-12-25,417.5,Books,22,Male
9058,2023-06-05,122.1,Sports,48,Male
3606,2024-10-19,754.8,Toys,59,Female
8846,2023-08-01,629.94,Clothing,53,Male
9643,2022-04-10,284.23,Sports,38,Male
7432,2024-08-20,773.59,Toys,35,Male
4765,2022-05-25,961.71,Sports,31,Female
3438,2022-11-21,857.78,Books,58,Female
7358,2021-11-02,417.18,Home & Kitchen,55,Female
9319,2020-06-26,297.96,Books,42,Other
6941,2022-03-31,13.08,Beauty,28,Other
8644,2023-10-02,262.49,Clothing,33,Female
5855,2020-07-14,120.26,Toys,68,Other
7547,2021-01-13,828.98,Toys,39,Other
8196,2020-10-14,778.53,Home & Kitchen,47,Other
6911,2022-09-04,473.38,Beauty,57,Female
7481,2021-10-24,121.46,Books,36,Male
3761,2021-05-23,521.96,Electronics,22,Female
5456,2020-01-14,532.87,Toys,67,Other
7361,2021-06-18,633.01,Clothing,28,Male
6693,2022-02-24,528.09,Sports,24,Male
6788,2021-04-27,104.05,Sports,48,Female
1201,2022-07-03,640.82,Clothing,43,Female
7160,2024-03-23,990.59,Toys,41,Other
1517,2021-06-30,635.3,Sports,28,Female
8737,2021-11-06,366.1,Home & Kitchen,39,Female
2988,2021-09-10,623.73,Sports,62,Male
4802,2023-04-07,561.0,Clothing,58,Other
6808,2024-01-20,99.53,Clothing,40,Female
8162,2023-03-19,635.96,Home & Kitchen,68,Female
7241,2020-01-24,654.66,Home & Kitchen,54,Female
9399,2021-06-19,353.16,Beauty,26,Other
6633,2023-08-31,304.33,Electronics,47,Male
6755,2022-01-06,499.78,Toys,52,Male
7309,2023-11-19,149.15,Electronics,51,Female
5117,2021-04-28,96.48,Sports,22,Female
9345,2020-05-07,756.03,Books,66,Female
2518,2023-09-29,186.99,Clothing,23,Male
7163,2020-08-30,252.19,Sports,34,Female
3600,2022-08-11,384.25,Sports,69,Male
3195,2021-09-20,720.32,Clothing,55,Male
4554,2020-11-23,568.69,Sports,51,Other
3849,2022-04-10,460.3,Sports,62,Other
2742,2023-11-06,984.28,Electronics,53,Male
2306,2022-10-26,473.57,Electronics,34,Female
4849,2024-12-23,589.15,Clothing,44,Male
8519,2023-12-11,87.27,Beauty,63,Other
5195,2024-04-25,275.45,Beauty,27,Female
6178,2021-09-28,296.39,Sports,61,Female
3555,2023-11-14,227.35,Toys,42,Male
3305,2020-08-28,299.83,Beauty,32,Female
8619,2023-08-01,486.23,Sports,61,Female
3642,2021-08-27,857.0,Home & Kitchen,44,Other
7409,2022-01-22,646.55,Home & Kitchen,19,Other
5757,2023-06-12,799.07,Home & Kitchen,37,Female
3994,2021-03-28,490.39,Books,43,Other
9751,2021-03-24,570.1,Sports,18,Male
2271,2020-09-30,73.92,Sports,31,Male
2813,2022-09-06,145.72,Beauty,38,Male
9801,2020-11-09,832.01,Beauty,40,Male
3461,2022-07-20,992.82,Toys,37,Male
5120,2024-03-11,783.93,Home & Kitchen,54,Female
7124,2023-05-25,200.78,Beauty,30,Other
9475,2022-02-04,29.4,Toys,40,Female
5396,2022-05-01,44.3,Home & Kitchen,69,Male
1816,2023-12-08,272.01,Clothing,44,Female
8304,2023-01-29,881.55,Electronics,45,Other
8331,2022-08-22,217.18,Electronics,19,Other
1082,2024-03-31,644.48,Toys,56,Male
2920,2023-01-05,142.63,Electronics,63,Male
8817,2024-06-30,708.01,Toys,65,Male
3093,2023-09-22,151.34,Clothing,22,Male
8071,2024-08-17,387.53,Electronics,56,Male
8967,2021-03-23,210.03,Clothing,19,Other
9367,2024-04-09,280.28,Clothing,40,Female
6285,2021-05-21,711.33,Clothing,48,Other
5937,2023-10-25,563.84,Sports,40,Other
1369,2024-03-25,105.3,Electronics,49,Male
2818,2023-05-05,835.29,Books,57,Male
3101,2024-11-23,605.51,Clothing,59,Female
4490,2024-05-31,285.93,Clothing,27,Other
2779,2020-06-16,402.05,Toys,58,Male
8674,2022-12-12,882.6,Toys,59,Male
2364,2022-07-03,328.98,Sports,49,Other
8294,2022-12-17,283.06,Books,38,Male
4676,2023-12-12,214.51,Books,65,Female
3426,2022-01-10,789.02,Sports,25,Female
9264,2020-06-08,259.01,Toys,60,Female
9089,2023-03-01,476.82,Sports,26,Male
3962,2020-08-17,14.95,Books,54,Other
1859,2020-05-06,959.3,Electronics,62,Other
5138,2024-08-24,834.03,Sports,69,Other
3424,2023-01-26,654.49,Sports,45,Other
5017,2022-11-01,310.42,Toys,63,Male
9560,2021-02-18,191.65,Sports,37,Male
9342,2023-03-18,440.84,Toys,45,Male
2134,2023-01-04,227.53,Home & Kitchen,60,Other
6166,2020-11-02,937.31,Books,49,Male
6119,2020-12-02,734.86,Clothing,47,Female
6694,2021-11-02,691.1,Clothing,67,Male
7136,2024-10-15,680.34,Sports,63,Female
6485,2022-12-01,766.35,Toys,29,Female
5164,2022-06-23,48.46,Sports,54,Female
3346,2020-08-26,262.02,Clothing,32,Other
6039,2023-10-25,577.74,Books,61,Female
5897,2021-02-24,222.31,Clothing,64,Other
9252,2024-01-08,601.89,Toys,38,Male
6041,2023-04-09,958.79,Toys,62,Other
4901,2022-09-28,335.54,Toys,35,Male
2337,2020-07-05,758.59,Toys,50,Female
2184,2022-11-11,436.32,Books,48,Male
5426,2022-07-01,718.2,Electronics,66,Male
2551,2024-07-14,68.05,Books,64,Female
2629,2020-04-23,367.83,Home & Kitchen,46,Other
2526,2022-07-17,727.01,Electronics,43,Male
2361,2020-09-27,846.75,Home & Kitchen,66,Male
5370,2022-11-17,419.66,Sports,50,Female
6283,2022-04-30,553.4,Books,32,Female
8610,2022-07-24,966.15,Clothing,58,Other
2993,2023-02-28,457.69,Sports,18,Other
1869,2020-04-28,239.59,Beauty,43,Other
2014,2023-02-18,25.54,Electronics,57,Female
1602,2022-08-04,922.27,Electronics,37,Other
1690,2023-10-09,59.08,Books,28,Other
9685,2024-07-10,242.45,Clothing,35,Other
1489,2021-09-23,857.29,Beauty,45,Female
7864,2024-01-21,939.63,Toys,40,Other
8240,2020-02-14,667.2,Sports,67,Female
8786,2022-03-21,262.4,Books,25,Male
9024,2021-06-05,271.83,Books,46,Male
1294,2024-07-30,507.9,Beauty,69,Female
6488,2020-01-07,934.46,Sports,27,Female
5027,2024-03-07,947.08,Toys,68,Female
3912,2021-03-22,433.44,Toys,63,Male
5744,2023-03-30,324.55,Clothing,29,Other
2873,2020-05-29,390.1,Sports,64,Female
4258,2020-04-02,237.43,Sports,63,Other
3817,2022-05-17,176.2,Electronics,47,Other
9636,2021-12-06,685.47,Books,48,Female
4641,2023-12-05,263.55,Home & Kitchen,42,Female
5458,2020-05-10,830.97,Toys,54,Other
6307,2023-01-13,251.06,Electronics,65,Male
9933,2020-05-03,552.39,Clothing,40,Male
3041,2020-05-21,711.63,Beauty,23,Male
1679,2022-08-24,654.4,Clothing,24,Other
6738,2020-03-05,117.8,Electronics,34,Female
6668,2021-08-10,278.48,Home & Kitchen,30,Other
8697,2022-04-17,21.45,Toys,21,Other
9033,2021-01-03,592.37,Electronics,30,Male
1062,2024-04-23,618.1,Clothing,46,Female
8829,2020-10-04,478.31,Books,62,Female
8352,2024-04-17,635.91,Toys,23,Male
7915,2023-08-06,852.03,Toys,20,Female
9326,2024-02-02,258.22,Clothing,61,Other
4644,2023-08-15,540.56,Clothing,24,Male
5970,2022-05-10,139.53,Books,61,Male
9003,2022-02-05,238.56,Toys,32,Other
4278,2024-12-30,308.33,Toys,25,Male
8296,2022-02-22,713.33,Clothing,45,Other
4074,2022-07-07,151.24,Home & Kitchen,23,Female
9312,2024-11-15,697.83,Clothing,66,Other
8552,2022-02-12,98.18,Books,22,Male
2637,2022-02-08,681.29,Home & Kitchen,34,Other
6103,2020-06-13,784.04,Sports,39,Other
1644,2023-10-30,902.46,Home & Kitchen,63,Other
3032,2023-09-17,830.86,Books,39,Male
3761,2024-11-26,641.29,Electronics,48,Other
3068,2023-01-09,788.71,Home & Kitchen,48,Female
1241,2020-09-29,720.24,Sports,54,Other
3668,2023-08-31,475.93,Beauty,52,Other
1802,2024-10-27,787.94,Books,28,Female
6059,2021-12-13,10.31,Clothing,55,Female
1195,2020-08-30,805.27,Books,46,Male
3187,2020-12-31,924.47,Electronics,20,Other
3330,2023-01-05,914.11,Books,55,Female
5841,2022-03-15,998.57,Clothing,67,Other
4606,2022-12-19,282.41,Sports,53,Other
9468,2020-09-17,141.12,Sports,31,Female
1060,2024-01-30,495.09,Electronics,58,Male
4927,2021-04-01,345.8,Beauty,31,Female
7296,2024-09-05,459.99,Toys,57,Male
3591,2020-01-08,366.04,Electronics,56,Female
9758,2024-03-28,855.77,Books,23,Male
7121,2020-02-16,544.96,Sports,54,Male
2200,2021-09-03,793.94,Clothing,39,Other
3854,2022-08-06,301.61,Toys,49,Other
8024,2023-10-11,397.72,Home & Kitchen,26,Other
7972,2024-01-12,289.95,Clothing,20,Male
1136,2023-01-20,971.6,Home & Kitchen,44,Male
2029,2022-05-18,448.19,Beauty,32,Female
3594,2022-12-25,412.69,Sports,51,Female
8206,2022-02-15,840.65,Home & Kitchen,36,Other
1661,2024-08-13,758.3,Beauty,37,Male
3472,2021-04-15,920.74,Beauty,57,Female
1086,2021-05-21,755.57,Clothing,50,Male
7219,2022-08-01,350.32,Electronics,24,Male
9143,2021-12-09,305.31,Clothing,51,Other
7968,2020-11-13,686.15,Toys,39,Male
3773,2021-07-18,134.0,Clothing,41,Male
2700,2021-01-21,93.38,Home & Kitchen,50,Female
3700,2024-11-27,795.48,Electronics,21,Other
7815,2024-01-24,637.72,Beauty,33,Female
2647,2024-04-16,222.77,Toys,53,Male
7038,2020-08-19,671.15,Toys,45,Male
6164,2020-03-06,312.93,Home & Kitchen,65,Other
6520,2024-07-15,287.73,Home & Kitchen,42,Male
4687,2023-09-14,277.05,Sports,32,Other
1596,2022-05-08,509.24,Home & Kitchen,59,Male
5545,2023-06-13,941.65,Beauty,43,Female
9676,2024-04-17,948.68,Electronics,33,Female
9837,2024-12-14,548.65,Toys,27,Male
5757,2024-12-25,869.19,Electronics,22,Female
5384,2020-02-02,507.7,Sports,23,Female
9912,2021-05-07,494.6,Books,68,Female
5733,2021-02-26,42.99,Books,53,Other
8081,2020-05-17,746.37,Electronics,24,Male
9690,2020-07-25,639.05,Beauty,47,Other
8117,2023-05-01,370.31,Books,53,Male
5729,2020-03-09,151.24,Electronics,30,Female
2673,2022-07-03,990.43,Sports,39,Male
9306,2023-05-09,817.64,Books,61,Other
8178,2023-10-08,629.12,Beauty,63,Female
3294,2023-12-11,21.54,Electronics,22,Male
4630,2024-11-21,870.42,Sports,54,Other
1146,2020-04-09,611.76,Clothing,49,Male
4453,2021-05-16,162.22,Toys,40,Female
5507,2024-02-25,815.05,Electronics,21,Other
6783,2020-03-31,605.56,Clothing,51,Other
8751,2022-04-03,533.17,Clothing,44,Other
6628,2022-06-17,144.25,Clothing,36,Male
9328,2021-04-24,258.45,Electronics,32,Other
4360,2023-01-10,692.02,Books,63,Female
4005,2021-03-20,353.39,Electronics,32,Male
4552,2024-03-24,349.82,Books,58,Male
1018,2024-11-03,184.37,Home & Kitchen,31,Male
3242,2024-05-08,209.79,Electronics,61,Female
7318,2020-04-25,675.91,Electronics,21,Female
6097,2020-10-13,922.23,Sports,28,Male
9640,2022-10-28,59.04,Toys,43,Other
2948,2021-08-15,494.92,Home & Kitchen,57,Male
6618,2021-04-24,956.38,Home & Kitchen,53,Male
5236,2024-07-28,537.57,Clothing,39,Female
7901,2024-02-07,426.22,Toys,52,Female
2920,2023-03-25,293.92,Toys,21,Other
5188,2021-10-15,755.7,Beauty,67,Male
1238,2023-03-28,895.76,Books,46,Female
1204,2023-05-09,989.9,Electronics,67,Female
6552,2024-05-01,312.28,Sports,20,Other
5927,2023-10-09,131.59,Toys,31,Male
5390,2024-08-03,725.02,Books,67,Other
3687,2021-10-18,831.69,Electronics,68,Other
5951,2021-04-30,873.52,Clothing,50,Female
7160,2021-09-10,606.17,Home & Kitchen,64,Other
6388,2024-11-29,960.53,Books,52,Other
6126,2020-10-20,116.53,Sports,39,Other
1816,2023-09-14,311.43,Home & Kitchen,68,Male
1192,2022-12-03,303.2,Electronics,25,Female
2776,2021-03-28,401.81,Toys,60,Male
4645,2022-04-26,752.13,Electronics,45,Female
7314,2021-09-07,25.13,Home & Kitchen,45,Female
9442,2021-07-17,22.27,Toys,27,Female
2788,2020-05-04,141.57,Home & Kitchen,47,Male
8374,2023-02-14,189.83,Toys,66,Other
4700,2023-04-26,989.21,Electronics,22,Male
4893,2024-12-06,261.65,Books,66,Female
7811,2024-02-14,460.19,Toys,69,Other
3679,2020-12-24,33.85,Sports,64,Male
4904,2023-07-06,930.83,Beauty,62,Male
8260,2023-10-22,51.87,Books,56,Other
1504,2022-05-24,902.81,Beauty,54,Male
7773,2023-02-12,204.3,Books,41,Other
4816,2022-10-12,909.37,Sports,68,Female
1717,2020-04-06,334.01,Books,61,Female
5434,2021-12-06,479.41,Electronics,51,Other
1658,2023-08-10,712.4,Home & Kitchen,65,Female
6057,2023-10-06,744.45,Clothing,63,Other
5008,2022-02-19,38.86,Home & Kitchen,53,Male
5994,2024-05-28,24.36,Beauty,64,Female
5234,2022-12-10,325.06,Books,35,Male
4764,2021-10-14,514.03,Toys,24,Other
5637,2023-11-27,874.01,Books,25,Female
3104,2022-05-02,185.05,Toys,53,Female
7801,2022-04-16,375.81,Beauty,62,Other
9575,2020-11-01,438.22,Clothing,22,Other
3607,2021-09-06,490.27,Toys,30,Female
9385,2022-02-09,706.32,Sports,55,Female
4719,2021-01-11,910.35,Beauty,41,Female
3581,2024-03-25,133.44,Electronics,32,Female
3565,2023-01-06,472.85,Toys,49,Female
3763,2022-08-27,984.9,Sports,21,Male
7328,2021-05-08,601.15,Toys,62,Female
6991,2024-10-05,849.35,Home & Kitchen,28,Other
4406,2021-04-06,890.28,Home & Kitchen,62,Male
9923,2021-09-07,75.68,Electronics,69,Female
5780,2024-10-22,483.52,Home & Kitchen,28,Other
5177,2023-12-20,962.05,Toys,59,Other
7476,2020-10-22,153.51,Toys,52,Female
3604,2024-07-08,192.49,Sports,29,Female
9181,2022-08-06,508.53,Sports,33,Female
3382,2020-04-28,137.5,Books,41,Female
